1.879016007751318496e-01 0.000000000000000000e+00
1.894632683142382090e-01 0.000000000000000000e+00
1.916463621289653529e-01 0.000000000000000000e+00
1.944791463573066204e-01 0.000000000000000000e+00
2.218903750469320701e-01 0.000000000000000000e+00
2.020897323429972081e-01 0.000000000000000000e+00
1.815079651796165927e-01 0.000000000000000000e+00
1.601718466263945262e-01 0.000000000000000000e+00
2.047596717973296510e-01 7.155334819336466035e-02
1.642841481758990085e-01 6.869519359069230224e-02
1.431997868008355879e-01 6.368381080012038009e-02
1.247394991520093810e-01 5.743545114692147346e-02
1.419600115841219701e-01 8.759529077614666703e-02
1.360345564614554859e-01 8.810154613269595425e-02
1.258393668409984456e-01 8.771489793087328124e-02
3.510501838618126924e-02 6.569560951959750594e-02
5.909741429352540626e-02 8.787058052529139740e-02
8.520727842984138212e-02 1.107463080624650625e-01
1.132257901742767664e-01 1.355863273052673457e-01
2.160433476340710146e-01 1.626310416408043580e-01
1.693528961310009073e-01 1.678446100019912735e-01
1.460348649802377385e-01 1.657982512201415237e-01
1.431440595556256745e-01 1.637007512372216089e-01
1.408236355770444148e-01 1.624591317592361805e-01
1.388986561668474062e-01 1.618159209462944059e-01
1.371407900782432854e-01 1.614916778274922138e-01
1.354272699917389300e-01 1.613244369994890071e-01
1.337098867357217336e-01 1.612338540840233536e-01
1.319771119104746204e-01 1.611819123006686949e-01
1.302325387166882731e-01 1.611505356075449424e-01
1.284848494367564486e-01 1.611307957688967729e-01
1.267436287250613136e-01 1.611180185954708965e-01
1.240414933031982608e-01 1.611095934444877198e-01
1.204577536751951922e-01 1.611039734338135521e-01
1.169478226669878190e-01 1.611001982344932026e-01
1.135173473556906482e-01 1.610976516283816329e-01
1.101705508407802431e-01 1.610959295097945387e-01
1.069104809306785364e-01 1.610947632296536591e-01
1.037408328180246808e-01 1.655936805038043524e-01
1.006703488077593661e-01 2.000000000000000111e-01
9.768231791928708163e-02 2.000000000000000111e-01
9.477828247983333121e-02 2.000000000000000111e-01
1.015168098281993420e-01 2.000000000000000111e-01
1.050560867468334075e-01 2.000000000000000111e-01
1.067895247209500048e-01 1.944238215639451095e-01
1.166858368360747661e-01 1.815551954467641282e-01
1.027335479713572530e-01 1.808635364896789277e-01
1.093104701649980220e-01 1.806456868317606601e-01
1.051320308078482341e-01 1.793010339018376031e-01
1.077861664211838683e-01 1.776746632753554156e-01
1.151280844711328327e-01 1.756441951782862776e-01
1.214650503425283024e-01 1.733688751133997119e-01
1.028412748538679033e-01 1.713880803166354660e-01
1.036794779910826803e-01 1.697141581664058652e-01
1.113696880199130379e-01 1.676743766106792155e-01
1.185622741523732204e-01 1.653501224094870159e-01
1.245292782338665583e-01 1.628136014948200483e-01
1.295984938807145104e-01 1.601163390312333179e-01
1.340626443354390740e-01 1.572960076926566142e-01
1.079464669422330603e-01 1.549025788060574005e-01
1.101017160252051874e-01 1.529206914333472167e-01
1.184972753914163013e-01 1.505921519349533444e-01
1.258038204279076089e-01 1.480038725712704284e-01
1.316710179517189272e-01 1.452347201994652337e-01
1.214131010079147754e-01 1.424342636436087550e-01
1.114218020909613360e-01 1.403463718202162813e-01
1.144999881335460601e-01 1.382154225654787238e-01
1.225875655025479849e-01 1.357656126807613162e-01
1.121995591547102766e-01 1.334559389205417224e-01
1.101109817717063621e-01 1.315302589777931630e-01
1.168755199533926814e-01 1.292554050742310001e-01
1.240040853636088791e-01 1.267405392531249786e-01
1.251342272092074992e-01 1.277490095980919060e-01
8.503312711109367594e-02 1.496652309991370888e-01
5.874378275675762318e-02 1.534538134954482047e-01
1.085027159386341977e-01 1.491376116213502800e-01
6.070904928004275392e-02 1.456225196983078618e-01
4.840434177734528887e-02 1.427207028995476079e-01
3.949988965089845649e-02 1.399757307933179040e-01
3.162933785244867457e-02 1.371371127402694901e-01
2.850775203299621419e-02 1.342728250067375118e-01
2.127602105518228148e-02 1.318066742319926044e-01
1.216922949321042058e-02 1.291288574819804413e-01
4.641113884688435887e-03 1.263075960380251050e-01
5.086866266630546418e-03 1.235009641696309668e-01
0.000000000000000000e+00 1.214619836032824474e-01
0.000000000000000000e+00 1.197505777035027946e-01
2.077357382436273436e-02 1.176493131502546197e-01
0.000000000000000000e+00 1.152924778994126043e-01
2.303713502178095229e-02 1.128123155804866412e-01
0.000000000000000000e+00 1.108967965726051219e-01
0.000000000000000000e+00 1.096178494176771184e-01
0.000000000000000000e+00 1.087598300752430219e-01
0.000000000000000000e+00 1.081821801266895228e-01
0.000000000000000000e+00 1.077923133568567116e-01
3.213102809213886912e-01 0.000000000000000000e+00 1.075287252916444641e-01
3.216926027665911736e-01 0.000000000000000000e+00 1.073502985689323980e-01
3.217612416409550979e-01 0.000000000000000000e+00 1.072294184892477048e-01
3.215636602948805378e-01 0.000000000000000000e+00 1.071474783916460949e-01
3.211464467546693013e-01 0.000000000000000000e+00 1.070919126967512791e-01
3.205505286539511722e-01 0.000000000000000000e+00 1.070542222012051126e-01
3.198097599623376253e-01 0.000000000000000000e+00 1.070286519450673463e-01
3.189513912109837590e-01 0.000000000000000000e+00 1.070113022665925007e-01
3.179973237297317179e-01 0.000000000000000000e+00 1.069995293550966703e-01
3.169655237658323688e-01 0.000000000000000000e+00 1.069915402001340443e-01
3.158713079090261777e-01 0.000000000000000000e+00 1.069861185129069858e-01
3.147284009345346911e-01 0.000000000000000000e+00 1.069824390927929109e-01
3.135497584401062410e-01 0.000000000000000000e+00 1.069799420155890107e-01
3.123481827236658792e-01 0.000000000000000000e+00 1.069782473275255330e-01
3.111367691832771509e-01 0.000000000000000000e+00 1.069770971864692499e-01
3.099292176493020357e-01 1.069763166111013242e-01
3.065579532458200251e-01 1.069553718350989419e-01
3.080259186901335156e-01 1.063283423159531865e-01
3.465021851990579549e-01 1.050532688997176251e-01
3.296003158884037720e-01 1.034423760771513018e-01
2.940488538539661745e-01 1.019547664122558150e-01
2.538884979863649249e-01 1.001808817729030743e-01
2.181905333620102749e-01 9.823263999673370606e-02
1.840406749584273804e-01 9.620006661490343447e-02
1.684323962967840815e-01 9.420882814143383133e-02
1.364765659530684239e-01 9.254627978407112265e-02
9.748459061652479940e-02 9.078903038642675838e-02
7.947106336138805294e-02 8.898752610670142282e-02
6.269664735434668512e-02 8.718637997913793181e-02
4.359397219021576841e-02 8.553264204516969338e-02
2.400897761773869432e-02 8.420914762844312895e-02
3.058593165651339249e-02 6.915748848920645619e-02
6.518633288195507802e-02 4.887059318826327686e-02
5.254003141426269452e-02 4.430855039817847840e-02
2.044973033434517584e-02 4.519997626559960069e-02
0.000000000000000000e+00 4.579536727488109360e-02
0.000000000000000000e+00 4.572481976107278800e-02
0.000000000000000000e+00 3.614013688548493863e-02
0.000000000000000000e+00 3.259480066936509129e-02
0.000000000000000000e+00 3.305063381443778397e-02
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00 2.247445244637673589e-01
0.000000000000000000e+00 2.290287966152009802e-01
0.000000000000000000e+00 2.336945766277023218e-01
0.000000000000000000e+00 2.394230146594425457e-01
0.000000000000000000e+00 2.460743138916104134e-01
0.000000000000000000e+00 2.535505174585903077e-01
0.000000000000000000e+00 2.617833301376482069e-01
0.000000000000000000e+00 2.707270165210051704e-01
0.000000000000000000e+00 2.803505969023109556e-01
0.000000000000000000e+00 2.177934518562424926e-01
