0.000000000000000000e+00 -2.311176790081672650e+00 1.731696483206690340e+00 6.119930341928418471e+01 6.244326615968365246e-01 2.327011031794976148e+00 1.731696483206690118e+00 0.000000000000000000e+00 1.132798429786046484e+02 0.000000000000000000e+00 2.831593420593199184e+00 -3.141592653589793116e+00
0.000000000000000000e+00 -2.311176790081672650e+00 1.731696483206693005e+00 6.081331017150355223e+01 6.244326615968368577e-01 2.369304202026620843e+00 1.731696483206692783e+00 0.000000000000000000e+00 1.132798429786046484e+02 0.000000000000000000e+00 2.831593420593199184e+00 -3.141592653589793116e+00
0.000000000000000000e+00 -2.311176790081672650e+00 1.731696483206693005e+00 6.055926384486267722e+01 6.244326615968368577e-01 2.411969355250954905e+00 1.731696483206692783e+00 0.000000000000000000e+00 1.132798429786046484e+02 0.000000000000000000e+00 2.831593420593199184e+00 -3.141592653589793116e+00
0.000000000000000000e+00 -2.311176790081672650e+00 1.731696483206690340e+00 6.043854782002974702e+01 6.244326615968365246e-01 2.454854597848289188e+00 1.731696483206690118e+00 0.000000000000000000e+00 1.132798429786046484e+02 0.000000000000000000e+00 2.831593420593199184e+00 -3.141592653589793116e+00
0.000000000000000000e+00 -2.311176790081672650e+00 1.731696483206693005e+00 6.045182620978632571e+01 6.244326615968368577e-01 2.497803250200274050e+00 1.731696483206692783e+00 0.000000000000000000e+00 1.132798429786046484e+02 0.000000000000000000e+00 2.831593420593199184e+00 -3.141592653589793116e+00
0.000000000000000000e+00 -2.311176790081672650e+00 1.731696483206707660e+00 6.059902574862034186e+01 6.244326615967807914e-01 2.540657240141669604e+00 1.731696483206707882e+00 0.000000000000000000e+00 1.132798429786046484e+02 0.000000000000000000e+00 2.831593420593199184e+00 -3.141592653589793116e+00
0.000000000000000000e+00 -2.311176790081672650e+00 1.731696483206690340e+00 6.087933780041115739e+01 6.244326615968365246e-01 2.583260572144470579e+00 1.731696483206690118e+00 0.000000000000000000e+00 1.132798429786046484e+02 0.000000000000000000e+00 2.831593420593199184e+00 -3.141592653589793116e+00
0.000000000000000000e+00 -2.311176790081672650e+00 1.731696483206693005e+00 6.129124035715289409e+01 6.244326615968368577e-01 2.625462683740620307e+00 1.731696483206692783e+00 0.000000000000000000e+00 1.132798429786046484e+02 0.000000000000000000e+00 2.831593420593199184e+00 -3.141592653589793116e+00
1.436180166184263807e-01 -2.311176790081672650e+00 1.731696483206690340e+00 6.196362213701944910e+01 7.223946010388128114e-01 2.668028417504434202e+00 1.888224883895572859e+00 0.000000000000000000e+00 1.134201549043042689e+02 1.436180166184263807e-01 2.831899835442384550e+00 -3.141592653589793116e+00
4.189737143032776778e-01 -2.358571692263302211e+00 1.731696483206690340e+00 6.395489371066336304e+01 9.329412863258927935e-01 2.764261961570623427e+00 2.105275242624224497e+00 0.000000000000000000e+00 1.148033654975562001e+02 4.189737143032776778e-01 2.882255858013471617e+00 -3.141592653589793116e+00
6.070731825943108673e-01 -2.549238454917087449e+00 1.731696483206693005e+00 6.726279113206602744e+01 1.037066727170524949e+00 3.003503766740885261e+00 2.292339226988250545e+00 0.000000000000000000e+00 1.173426145094072126e+02 6.070731825943108673e-01 3.076487757410911961e+00 -3.141592653589793116e+00
7.326370133643977933e-01 -2.582501347775387757e+00 1.731696483206693005e+00 7.156365691650037775e+01 1.132012504447220458e+00 3.079024657985735658e+00 2.370909950988016490e+00 0.000000000000000000e+00 1.206975267442006441e+02 7.326370133643977933e-01 3.111753788292835665e+00 -3.141592653589793116e+00
8.215242647822373900e-01 -2.730935119635464314e+00 1.731696483206691672e+00 7.653533935533052102e+01 1.148219010821595942e+00 -3.019788858356798222e+00 2.497723431187284682e+00 0.000000000000000000e+00 1.245894584381581183e+02 8.215242647822373900e-01 -3.022269148437972675e+00 -3.141592653589793116e+00
5.586559711121426020e-01 -2.868166638715565764e+00 1.731696483206691672e+00 8.110178254605249037e+01 8.833769259922286121e-01 -2.854834322685938730e+00 2.411203900696860636e+00 0.000000000000000000e+00 1.279875531479915196e+02 5.586559711121426020e-01 -2.886978094937150630e+00 -3.141592653589793116e+00
7.007091303994020803e-01 -2.965185107862017055e+00 1.731696483206691672e+00 8.541377130775087778e+01 9.457691432978272417e-01 -2.736012307451792580e+00 2.565955602966303317e+00 0.000000000000000000e+00 1.310862616405464109e+02 7.007091303994020803e-01 -2.793902677050158267e+00 -3.141592653589793116e+00
8.071233034460357780e-01 2.977434903519693421e+00 1.731696483206691672e+00 9.011153517437695371e+01 8.482035964313179299e-01 -2.383299538420347474e+00 6.079268577678687002e-01 0.000000000000000000e+00 1.345933634824812941e+02 8.071233034460357780e-01 -2.461712559757736951e+00 0.000000000000000000e+00
